0000000a370489b51d0fb02edf4f3bed,1209282.477468
000000cd4d3072ef9ee52be59d7b0c99,127690.995488
00030f0a333ef43d6f4fde85d999e6a1,5218.859147
0003a2ac03f76328925dd34fb4e5afa3,0.009899
0003e572b0897bd237a761b799aebbcf,n/a
000506ae6d5afc7d60bb165d6d34f202,10.520105
00070b77138882d59795f207b7cfa316,97.275483
000d01405a2b5f3f875ae98df897222c,12800.616951
000dd36a4aeccb6a84f7b5f7a219a193,8.905146
000fa202c63f02399e9822cb3872b979,534.269440
00104782518b8368f963d550b7c94209,217.670354
0012851746dcf711d5086febe72a392f,1.000000
0012dd85aa97606dd22b3c9a85585d49,1.988493
00171efe9b89e0e11a11b68f6d0e42c1,n/a
00174b67fa4e044b5ba448f2d314146c,1.000000
001a9a0f26d91b101fcedf4dee936ad5,n/a
001db584603ce8a452f96ffacf1f4ef9,7961.502484
00222812e45ea82b0921e07bba115367,n/a
0022edab68aa8824e0072b6685355d44,n/a
0023977ef319c6222a1f99565d8f4366,104.484776
0027416c7b620b89b312e973a85a87a8,508.868314
002b92d768ff723c1ec95f9b374d8622,0.771432
00385b581d246f2ef9f0ea00172754be,n/a
003a47a42fa29a9f63c0f80c431e6964,2264.453774
003cf09892adf10d2876535c27007e95,0.960000
003e70dfc0189cefc96efcc10d261e18,0.943278
0047aa495888e7ae84b0a80520392b01,0.988072
004ce98cb8e12880ad91e29265ff619d,8234.198761
00503e7270812fd4590075ade75b3490,3335.490457
00522e0cacdeb4f0c371cb907776af10,49.819657
0057bc2bc34d5a9918c175e66799955c,1620.011437
005ba047254d012d97865620b8592077,1.000000
005c829605d2bafbbe0743efaa2acf7d,10002.343681
005d4a323d204ae4c4f8b8b0dcb25412,n/a
006488f982ac688d13c2883ea30af5b2,n/a
00667ce3b2efbbdf4b109534fedce853,31332.997756
00676639335ffb6f8b2cf7ba413f542d,552.060082
006a947398138d1505e47b384a04aeac,1.987596
006e3b33852606e13bdbe51e2ba4b5c4,1415.815112
00717c6028cfe2338a644fa5011c5941,24972.588416
007307b6aaddb8e3ce819f205f23800a,1.000000
0079513a503b7f6a2ef32b59dec23822,191.159113
007c78cbc00cb5072a18468f456cf37c,39.459439
00803bd59e8b98ecc36aa7ed855c40a1,n/a
00867d61307e79a9ec49c9edf4624eda,355.762661
0086f2f72ad5a5345029a0e3680898fc,13000000.998452
008ac5029535270f94dfe2452f167b3c,0.994711
008c05e4759c04f0af63c1b7f84d8199,n/a
008e01aed4c3b1c12ab8ed3bf3463ba5,1949.884182
0090f6db1eff2e8d8f95bd9a191ba699,3.608138
009274a23fd3f475272bfbbf36c8c178,n/a
009b95f55c62c24df4fa19643ed68cd1,166.062515
00a2c1290819a870467f1fee7150947e,539.224204
00a3144a8662e59756d8f17afbd7484f,673.611595
00a536a3c202e583c5da553be01d5895,3513.752949
00a54705c581092a6f2f33e959664896,n/a
00a7c9b758095176d29e5936ba9fb1d6,1.246933
00a82102d7fe5d6b6b4f7b431a4a0fd0,1.000000
00ab8802e238680b658454340f694738,n/a
00aebc0f875482c9cc7fedaf213e06e1,n/a
00b1a88524843fb3901f08d13dab8cf3,10903.732542
00b1c6a1c48e6854c2ba09284a5eef60,n/a
00b6cd320665cecfe9f1c304a78433e3,0.770000
00ba15a0617a811f3c5682927aab88e4,1566.810221
00c3a30406a92b79d7c78f946efcccdf,0.402999
00c6534bbe8598bc4fd9997b714263df,3784.702584
00cb4035e721f82f4c1a35dcef9a148d,0.993012
00d467a4b27cb60652b6b85f794bdee2,n/a
00d5a3c680d7aadbc932fd6b15783a57,n/a
00d7453df9632ef036b04f1ab5dbfcce,3966.198270
00d9931b5923bb2adaeb36f3ad6f71ce,467.642633
00e696ad25585da3d4305fe917d31580,123.925245
00e7fa9144558aaa1e4dadd054b18f23,n/a
00ecb4f8f19c0e10a1c061b02834b72e,1166.748928
00eda60fb74362c9efecddc4ad3865c7,776.216523
00f08330dc381491006f2af06399181d,135.989331
00f2771730718295bfe92698890bb5b3,n/a
00f561cce6764d093bc9a8fc648c0b25,10204.293957
00fb0508103bbe0fe5d139337158ef13,n/a
00fb1414ff22eeecb8e01f688c04d76c,1688.648616
00fbc7f9fb828fe53929f97789812654,37435.012040
0104b104804629ce2d301addca6dab21,8422.945801
0106518f0d743a7d866933b13962de4a,993.824877
010b833217abab856c8ffcef3bc9bcbc,n/a
010c10fd72978515d83d12de47fb0e45,n/a
010e83c31553a0dc611fdf149705708f,13.491832
010f56cc16f28f4b868145a4f4df7871,1718.606201
011394527ee403ba414552ff48d6059e,5128.446852
0114844cf7cb14edae9edb3631ccc1f2,1.000000
01170beb08b038278ed5aef25726fa8f,n/a
012338b54ba4625adcc313394d87819c,23379700.148435
012345062ce76e68f1ac6d5506527aa1,19371231.561233
01255e1b93de0c5c69940fe3688f6404,237.488946
0128d047b64a7e565fdb700c7c6b03f8,686.597051
0130df76af4ab94e63421d7f428bf82a,n/a
0133f69d72a0e8a34b831cc56455afc0,n/a
0138d064fcc90c11af82ef795e391d06,1.000000
013b9f09b7adb43b5a86c0edad049396,196.398468
013e78f57f57346d084219cf8ca5a817,1382.822739
013ec1be1ca1146adf17380237f7a708,1.000000
014633b90bce6b494591cb2e674db8ef,0.776676
0146768f0ff8757fcc27aba3ada42020,134.988513
015312afe20a01749e26b8c289a01ad8,n/a
0159945b4b1d4d89ea38e63b74b9ac4d,3062.443360
015c71d930fadcf150cce81d9232c17f,0.999976
0161ede19a4ccfeb63a02ad2f98a537c,217.404402
016302eecf0048173c2572550f1ee5b8,n/a
017112cf2fa389c504f6838d44c94fb4,n/a
01711c2a0ebe86ae9637724f8105ab01,n/a
0172a1a46e60f3b2e5e02701bba6377c,0.986053
017cc6c3fb5db7c94565f5cf90e7dc2f,0.831866
0180de7832419fa23d6ff1d7f29f532a,41128.841180
01840402b9f73e24d38e18a3892fca35,n/a
018bcf3a0a4e458f795db0382d057f70,299.514259
019155b43fa6560750aa170edf857c3d,n/a
01939c909a21c09e6ece032b5a367f03,4708.944118
01939d826019eeb760a33bdef6a2e9e4,7881.367158
01948140963b2026fb1c673137d83633,1503.903917
019481f7fe26f7284d53c923e1ac65f0,n/a
01963c353b5c8b432232cb8988b1276f,1075000.996416
0196741f32340cb0c31dc8442e8caaca,1.992070
01968d2cf58e0964d184bc2d36c1ac7a,n/a
019785cbc6aa979da92ff7f511851f3e,205.660184
0197f075a52354b3d9f276293dbe3f84,n/a
0199d4576f756d0b74575a506b2182f3,406.728713
01a22db1355c533cec82f11f19d6e1d1,n/a
01abd997093ab4a36c93a62d06b09f23,8567.319981
01ad918b68b1fc38dfa328cbdb453579,1.000000
01b1c66980bcc25a03199058d1ba0d70,111.537628
01b84a8e750f3f55b07b4ffb9ed7398c,1561.327944
01b8a6ab3ec40150dc96054e171ae118,1.000000
01bd6c8f843f9bb13d98ae05d69d5350,13414.906526
01c28f37b19336f23ce323da50714b57,11.856536
01d194b46da460498f9f54593a52e213,0.985717
01d2c531008d5b01f42cf8ad9fe8a001,274.794470
01dd6f19bbcd2bfe6830df7199a9ae6c,20143.427523
01de846e3ad90ce433029a6b73792e41,n/a
01e19a9907c834c6d9f24024fd195718,1172.080517
01e2ab413702f22b4b51dbc6f74971b7,n/a
01e9f9386b1f6580da45e5a38d95ae94,1.000000
01ea379e101a610fceeb4b2ce515d2ec,846.051135
01eadc8ecb916f54e0c63d5c9cdc165a,n/a
01eaee9924e46666710628779d8d66c0,191.851256
01f3d570c6ef5f3cd7f61c545ca67154,n/a
01f536cb719b34c2082d8fdf1e3453c0,0.396403
01f5fc693e4d40ba24d4a5e9193b9c27,n/a
01f7e4dbcc509cd46de5a739be474849,10017.954222
01fedba1258cd2924b07db1ccdc43de2,8.086365
020284d1df2f1ddc0e74ee6a4dac39af,266.258053
02047e3454ecdb5f3d9942430d346c88,1.000000
02072d5f1d5aecade8046b397121d32b,176.588547
020ef9ead6bea6c3332fc092679835fd,n/a
02189f985b099a1d04a1078a05658780,201.902563
0218f8a3d13f5fac838a7a36732f4ab7,n/a
021c6c315a12eb02a34a03f28def27ec,111.303948
021f03fdd39cc73ad617e4baf32bb474,1.000000
0220edbd4ba08a0cc548ed95e599875a,424.048072
0225d072fc8976be3c0d01bb77453d1c,n/a
022856e446b66bee7f9b8a6fa2b5cc5e,102.820392
0236fc6496581288e7118ae8079d0418,n/a
023a0b07b93e398375228892d69e617e,262.001622
023abf4444dc3315954a16d77ff4584d,n/a
023c1e69f100e1dca6d9022e58bd158a,17551.412704
023cbe6b908f9131f4a8186998c82dd0,n/a
0243776ea8ae55f91b79dd46a9ccdfe7,387.864596
02485b620ce54f8943d666a3db932e28,9672.762596
024c8ce675d9bb3c30aafc0a35141c80,82.649985
024df74a003cfc31926ad0506e13e25a,0.950000
024ecf1472612625bbdc6ab9bc34f7fc,85.874159
024fd6d974e6563fe4780ac0bb823b90,1885.507835
0257e4a2b8dde3b042d748708034782e,0.986936
02586288f17f3bf2b9c54fb6f1429258,135.989188
025a4cfbbc36a620fe7ecf1c83bae307,1.000000
025fa7d7acf810f045f9be4c5abdd8b6,0.988138
026bbdbf7a34553128dac4b3c1a8e96a,1.000000
026c48515f1f4b95aea38cfe4084e5a2,n/a
0278900a2d862334c531351a2a9e8191,n/a
027dcb147c9df25fd7913f9016984d46,1994.883859
027eff7cd352034cfd3d41fa9b65ab99,122.179136
02845587f4d65d1ddda394094bbfb0a1,224.985247
0285159467a10a77a50dfa40ddda5ff1,828.802959
028c139817afca9aac53613701eee596,457.189780
02911a80d1296a478451403866784e81,153.010205
029be8d0b2739ef60b3b509c470d2950,9272.939210
029f13ab73861aee5c405a39b0c374f2,n/a
02a1966925b9bb22d5c95e2e1422ae17,2452.114137
02a7d6a742972f51090ffa2b09f09382,0.999694
02a88ba412793190219c275abeb4a687,2699.414853
02a892a449874e2be18b7ea814688b04,n/a
02ac22550cd38db602ea2d1a1bb8ab0b,7946.274031
02ae06901389c2c2188bad8ca4028495,110.814665
02afe24a93c28114db73972e64a569b6,455.750779
02b220c8cb4299ac11b35fcdd01a6fed,n/a
02b2681e541c3def3808e44e68105ce1,316.807307
02b54d84ca2b37422a41d65f3c00ffd5,n/a
02c2b126eb8a5f86724f9fb4fb6c47b9,135.989723
02c49e208d236a800921132070597103,n/a
02c9c4f478032c5554cb3859ac0bb19c,29.140194
02d77ef5c2fbc25d0635348335a4e3e7,n/a
02d953c0513c913042e8e2def47676ca,366.016709
02e5681bad8de547febc15e5763ee3e3,198.229397
02ee79a356c59d671a70982c72f72d23,n/a
02f2af15f72d8a725e626f7359d59fd2,491.797282
02f61fc8479e09da046acc1cd916c54c,213.711042
02fc06efe8d652ff95bfb336460462aa,2835.235942
0302f98e7e2ad2e8a47a4f465b051e6c,2835.832672
0305316734355823cf430cc9e4ebd6b1,391.535870
030ea53fab1ed87b54b16938b2f10b26,7822.036976
030ff379751eb2ae44f39024cdb3b3f6,20.425589
031454caa4b76c266add074ec4c11ca1,193.504652
031553a3443eb9e3aeb82d568e6d793f,0.905838
0319063c55d475ae84441249a1e233b6,n/a
031ad4997597e1889e6dbfc2b032f521,0.848155
031cf5be288c42e3178fab39057cbc82,n/a
031ddfe893769b70a9e6104df7fbf2b3,843.076317
0321c2072e99888509f940a5fd026418,37.985305
0329f10f139c2b58cf7195c3e560f751,2248.269852
032e47eee6c0950170805ad85674c400,11307.587928
032ffa86511fcbc0a1d538531aa6fafa,n/a
0331da31250e045aaf0c56bc190dc3ea,1.000000
0335a07f574336f7fee792dbab5390f0,572.966414
0336e30d4924211ba20a035c8ffa3a7f,n/a
0337e9d4421263ff24be098b0d95c9a6,517.966503
0338178092889170d69a585306efeda1,350.246405
0338f34a671288e2f4751ba809426d43,35.241810
033d38853a500490e2043353638728a2,9.956714
034107407d35dd0263cffd96ad0c964d,n/a
034491ea00dc69bd94cf0ee6c13f6f90,45.932657
0347ae6c49a64abc5b29803889ba94d1,12896.263193
0347d065a393cce0492484e8c24f0ebd,n/a
03481718dff129aa1afc9fe230c079c5,2.865964
0349936ef89fc745e7b39e3ea3a29250,0.102608
0358b42820e0d9c8a49684199f82ff4c,5267.234879
036191be358f1bd84ddecb2d60a913c0,n/a
0363cdbd40ace39dbdf01b4cc7d71b3b,n/a
0366dea571b0bb9c22803f83e6d209f0,n/a
0369fe43ee9c7dcb20f68b83e88070e2,43.116922
036c823531af0dcfca560f02293b8349,9874.711352
